entity_text,entity_type,source_url,confidence,sentence_context
ECAI,ORG,https://ecai2024.eu,0.9,"This is why we celebrate in  in Santiago de Compostela, with the 27th ECAI, 50 years of European Conferences on AI and this is the motivation for ECAI  motto: ""Celebrating the past."
ECAI,ORG,https://ecai2024.eu,0.9,"To find out more about the history of ECAI, please visit the EurAI website."
EurAI,ORG,https://ecai2024.eu,0.9,"To find out more about the history of ECAI, please visit the EurAI website."
Santiago de Compostela,ORG,https://ecai2024.eu,0.93,"ORGANISED BY SANTIAGO DE COMPOSTELA Welcome to Santiago de Compostela, the capital of the Autonomous Community of Galicia; declared a World Heritage City by UNESCO thanks to its monumental beauty, extraordinary conservation and as the final destination of a thousand-year-old pilgrim route: the Way of St. James, which, since the 9th century, has transformed this finis terrae into a meeting place of Western faith and thinking."
the Autonomous Community of Galicia,ORG,https://ecai2024.eu,0.88,"ORGANISED BY SANTIAGO DE COMPOSTELA Welcome to Santiago de Compostela, the capital of the Autonomous Community of Galicia; declared a World Heritage City by UNESCO thanks to its monumental beauty, extraordinary conservation and as the final destination of a thousand-year-old pilgrim route: the Way of St. James, which, since the 9th century, has transformed this finis terrae into a meeting place of Western faith and thinking."
World Heritage City,GPE,https://ecai2024.eu,0.9800000000000001,"ORGANISED BY SANTIAGO DE COMPOSTELA Welcome to Santiago de Compostela, the capital of the Autonomous Community of Galicia; declared a World Heritage City by UNESCO thanks to its monumental beauty, extraordinary conservation and as the final destination of a thousand-year-old pilgrim route: the Way of St. James, which, since the 9th century, has transformed this finis terrae into a meeting place of Western faith and thinking."
UNESCO,ORG,https://ecai2024.eu,0.9,"ORGANISED BY SANTIAGO DE COMPOSTELA Welcome to Santiago de Compostela, the capital of the Autonomous Community of Galicia; declared a World Heritage City by UNESCO thanks to its monumental beauty, extraordinary conservation and as the final destination of a thousand-year-old pilgrim route: the Way of St. James, which, since the 9th century, has transformed this finis terrae into a meeting place of Western faith and thinking."
thousand-year-old,DATE,https://ecai2024.eu,0.95,"ORGANISED BY SANTIAGO DE COMPOSTELA Welcome to Santiago de Compostela, the capital of the Autonomous Community of Galicia; declared a World Heritage City by UNESCO thanks to its monumental beauty, extraordinary conservation and as the final destination of a thousand-year-old pilgrim route: the Way of St. James, which, since the 9th century, has transformed this finis terrae into a meeting place of Western faith and thinking."
pilgrim,ORG,https://ecai2024.eu,0.85,"ORGANISED BY SANTIAGO DE COMPOSTELA Welcome to Santiago de Compostela, the capital of the Autonomous Community of Galicia; declared a World Heritage City by UNESCO thanks to its monumental beauty, extraordinary conservation and as the final destination of a thousand-year-old pilgrim route: the Way of St. James, which, since the 9th century, has transformed this finis terrae into a meeting place of Western faith and thinking."
the 9th century,DATE,https://ecai2024.eu,0.98,"ORGANISED BY SANTIAGO DE COMPOSTELA Welcome to Santiago de Compostela, the capital of the Autonomous Community of Galicia; declared a World Heritage City by UNESCO thanks to its monumental beauty, extraordinary conservation and as the final destination of a thousand-year-old pilgrim route: the Way of St. James, which, since the 9th century, has transformed this finis terrae into a meeting place of Western faith and thinking."
finis,NORP,https://ecai2024.eu,0.7,"ORGANISED BY SANTIAGO DE COMPOSTELA Welcome to Santiago de Compostela, the capital of the Autonomous Community of Galicia; declared a World Heritage City by UNESCO thanks to its monumental beauty, extraordinary conservation and as the final destination of a thousand-year-old pilgrim route: the Way of St. James, which, since the 9th century, has transformed this finis terrae into a meeting place of Western faith and thinking."
centuries,DATE,https://ecai2024.eu,0.95,"VENUES GALICIA CONFERENCE AND EXHIBITION CENTRE Continuing the centuries-old Compostela tradition of hospitality and thanks to its professionalism and the quality of services it offers, the Galicia Conference and Exhibition Centre has become a national and international benchmark in the sector of organizing and hosting events."
Compostela,ORG,https://ecai2024.eu,0.9,"VENUES GALICIA CONFERENCE AND EXHIBITION CENTRE Continuing the centuries-old Compostela tradition of hospitality and thanks to its professionalism and the quality of services it offers, the Galicia Conference and Exhibition Centre has become a national and international benchmark in the sector of organizing and hosting events."
the Galicia Conference and Exhibition Centre,LAW,https://ecai2024.eu,0.73,"VENUES GALICIA CONFERENCE AND EXHIBITION CENTRE Continuing the centuries-old Compostela tradition of hospitality and thanks to its professionalism and the quality of services it offers, the Galicia Conference and Exhibition Centre has become a national and international benchmark in the sector of organizing and hosting events."
the Galicia Conference and Exhibition Centre: Where,LAW,https://ecai2024.eu,0.73,Indoor map of the Galicia Conference and Exhibition Centre: Where you can sense the history behind the 50th anniversary of ECAI.
50th,ORDINAL,https://ecai2024.eu,0.7,Indoor map of the Galicia Conference and Exhibition Centre: Where you can sense the history behind the 50th anniversary of ECAI.
ECAI,ORG,https://ecai2024.eu,0.9,Indoor map of the Galicia Conference and Exhibition Centre: Where you can sense the history behind the 50th anniversary of ECAI.
the North Campus,LOC,https://ecai2024.eu,0.73,"These buildings, located in the North Campus, will host ECAI  workshops, tutorials and the doctoral consortium."
ECAI,ORG,https://ecai2024.eu,0.9,"These buildings, located in the North Campus, will host ECAI  workshops, tutorials and the doctoral consortium."
the School of Philology,ORG,https://ecai2024.eu,0.88,Indoor map of the School of Philology: Where you can feel the spirit of the French and Portuguese Ways.
French,NORP,https://ecai2024.eu,0.75,Indoor map of the School of Philology: Where you can feel the spirit of the French and Portuguese Ways.
Portuguese,NORP,https://ecai2024.eu,0.75,Indoor map of the School of Philology: Where you can feel the spirit of the French and Portuguese Ways.
the School of Communication Sciences,ORG,https://ecai2024.eu,0.88,"Download it here Indoor map of the School of Communication Sciences: Where you can feel the spirit of the Winter, English, Northern and Fisterra Ways."
English,LANGUAGE,https://ecai2024.eu,0.75,"Download it here Indoor map of the School of Communication Sciences: Where you can feel the spirit of the Winter, English, Northern and Fisterra Ways."
Northern,NORP,https://ecai2024.eu,0.75,"Download it here Indoor map of the School of Communication Sciences: Where you can feel the spirit of the Winter, English, Northern and Fisterra Ways."
Fisterra Ways,ORG,https://ecai2024.eu,0.9,"Download it here Indoor map of the School of Communication Sciences: Where you can feel the spirit of the Winter, English, Northern and Fisterra Ways."
GALICIA,ORG,https://ecai2024.eu,0.9,Download it here GALICIA’S CITY OF CULTURE Galicia’s City of Culture rises on the top of mount Gaiás as a formidable architectural milestone for the new century.
mount Gaiás,LOC,https://ecai2024.eu,0.7,Download it here GALICIA’S CITY OF CULTURE Galicia’s City of Culture rises on the top of mount Gaiás as a formidable architectural milestone for the new century.
the new century,DATE,https://ecai2024.eu,0.98,Download it here GALICIA’S CITY OF CULTURE Galicia’s City of Culture rises on the top of mount Gaiás as a formidable architectural milestone for the new century.
Peter Eisenman,PERSON,https://ecai2024.eu,0.9500000000000001,"Designed by Peter Eisenman, the Museum Building will host the Conference Dinner."
the Museum Building,ORG,https://ecai2024.eu,0.88,"Designed by Peter Eisenman, the Museum Building will host the Conference Dinner."
the Conference Dinner,ORG,https://ecai2024.eu,0.88,"Designed by Peter Eisenman, the Museum Building will host the Conference Dinner."
University's North Campus,ORG,https://ecai2024.eu,0.93,"This beautiful complex, neighbouring the University's North Campus and a few steps from the Cathedral of Santiago de Compostela, will host the Welcome Reception."
the Cathedral of Santiago de Compostela,ORG,https://ecai2024.eu,0.88,"This beautiful complex, neighbouring the University's North Campus and a few steps from the Cathedral of Santiago de Compostela, will host the Welcome Reception."
the Welcome Reception,ORG,https://ecai2024.eu,0.88,"This beautiful complex, neighbouring the University's North Campus and a few steps from the Cathedral of Santiago de Compostela, will host the Welcome Reception."
CHAIR PROGRAM COMMITTEE CHAIRS ORGANIZING COMMITTEE,ORG,https://ecai2024.eu,0.93,"Organisers GENERAL CHAIR PROGRAM COMMITTEE CHAIRS ORGANIZING COMMITTEE CHAIRS DOCTORAL CONSORTIUM CHAIRS DEMO CHAIR JOURNAL TRACK CHAIR DIVERSITY AND INCLUSION CHAIRS PUBLICITY CHAIR WORKFLOW MANAGERS LUNCH WITH A EurAI FELLOW CHAIR ECAI  YEARS BUILDING THE FUTURE WITH AI Santiago de Compostela, declared a World Heritage City by UNESCO in , has been for centuries the final destination for people all over Europe through the historical Routes to Santiago de Compostela."
World Heritage City,GPE,https://ecai2024.eu,0.9800000000000001,"Organisers GENERAL CHAIR PROGRAM COMMITTEE CHAIRS ORGANIZING COMMITTEE CHAIRS DOCTORAL CONSORTIUM CHAIRS DEMO CHAIR JOURNAL TRACK CHAIR DIVERSITY AND INCLUSION CHAIRS PUBLICITY CHAIR WORKFLOW MANAGERS LUNCH WITH A EurAI FELLOW CHAIR ECAI  YEARS BUILDING THE FUTURE WITH AI Santiago de Compostela, declared a World Heritage City by UNESCO in , has been for centuries the final destination for people all over Europe through the historical Routes to Santiago de Compostela."
UNESCO,ORG,https://ecai2024.eu,0.9,"Organisers GENERAL CHAIR PROGRAM COMMITTEE CHAIRS ORGANIZING COMMITTEE CHAIRS DOCTORAL CONSORTIUM CHAIRS DEMO CHAIR JOURNAL TRACK CHAIR DIVERSITY AND INCLUSION CHAIRS PUBLICITY CHAIR WORKFLOW MANAGERS LUNCH WITH A EurAI FELLOW CHAIR ECAI  YEARS BUILDING THE FUTURE WITH AI Santiago de Compostela, declared a World Heritage City by UNESCO in , has been for centuries the final destination for people all over Europe through the historical Routes to Santiago de Compostela."
centuries,DATE,https://ecai2024.eu,0.95,"Organisers GENERAL CHAIR PROGRAM COMMITTEE CHAIRS ORGANIZING COMMITTEE CHAIRS DOCTORAL CONSORTIUM CHAIRS DEMO CHAIR JOURNAL TRACK CHAIR DIVERSITY AND INCLUSION CHAIRS PUBLICITY CHAIR WORKFLOW MANAGERS LUNCH WITH A EurAI FELLOW CHAIR ECAI  YEARS BUILDING THE FUTURE WITH AI Santiago de Compostela, declared a World Heritage City by UNESCO in , has been for centuries the final destination for people all over Europe through the historical Routes to Santiago de Compostela."
Europe,LOC,https://ecai2024.eu,0.75,"Organisers GENERAL CHAIR PROGRAM COMMITTEE CHAIRS ORGANIZING COMMITTEE CHAIRS DOCTORAL CONSORTIUM CHAIRS DEMO CHAIR JOURNAL TRACK CHAIR DIVERSITY AND INCLUSION CHAIRS PUBLICITY CHAIR WORKFLOW MANAGERS LUNCH WITH A EurAI FELLOW CHAIR ECAI  YEARS BUILDING THE FUTURE WITH AI Santiago de Compostela, declared a World Heritage City by UNESCO in , has been for centuries the final destination for people all over Europe through the historical Routes to Santiago de Compostela."
Routes,GPE,https://ecai2024.eu,0.9500000000000001,"Organisers GENERAL CHAIR PROGRAM COMMITTEE CHAIRS ORGANIZING COMMITTEE CHAIRS DOCTORAL CONSORTIUM CHAIRS DEMO CHAIR JOURNAL TRACK CHAIR DIVERSITY AND INCLUSION CHAIRS PUBLICITY CHAIR WORKFLOW MANAGERS LUNCH WITH A EurAI FELLOW CHAIR ECAI  YEARS BUILDING THE FUTURE WITH AI Santiago de Compostela, declared a World Heritage City by UNESCO in , has been for centuries the final destination for people all over Europe through the historical Routes to Santiago de Compostela."
Santiago de Compostela,ORG,https://ecai2024.eu,0.93,"Organisers GENERAL CHAIR PROGRAM COMMITTEE CHAIRS ORGANIZING COMMITTEE CHAIRS DOCTORAL CONSORTIUM CHAIRS DEMO CHAIR JOURNAL TRACK CHAIR DIVERSITY AND INCLUSION CHAIRS PUBLICITY CHAIR WORKFLOW MANAGERS LUNCH WITH A EurAI FELLOW CHAIR ECAI  YEARS BUILDING THE FUTURE WITH AI Santiago de Compostela, declared a World Heritage City by UNESCO in , has been for centuries the final destination for people all over Europe through the historical Routes to Santiago de Compostela."
ECAI,ORG,https://ecai2024.eu,0.9,"The city was elected to host ECAI’s  edition, which finally went online because of the COVID pandemic."
COVID,PERSON,https://ecai2024.eu,0.9500000000000001,"The city was elected to host ECAI’s  edition, which finally went online because of the COVID pandemic."
Digital ECAI,ORG,https://ecai2024.eu,0.9,"Despite such extraordinary circumstances, Digital ECAI was a huge success, with more than 5, attendees online."
more than 5,CARDINAL,https://ecai2024.eu,0.73,"Despite such extraordinary circumstances, Digital ECAI was a huge success, with more than 5, attendees online."
EurAI,ORG,https://ecai2024.eu,0.9,"Because of this, EurAI decided that Santiago would host the  edition as well."
Santiago,ORG,https://ecai2024.eu,0.9,"Because of this, EurAI decided that Santiago would host the  edition as well."
ECAI,ORG,https://ecai2024.eu,0.9,ECAI  OCTOBER  SANTIAGO DE COMPOSTELA
OCTOBER,DATE,https://ecai2024.eu,1.0,ECAI  OCTOBER  SANTIAGO DE COMPOSTELA
SANTIAGO DE COMPOSTELA,ORG,https://ecai2024.eu,0.93,ECAI  OCTOBER  SANTIAGO DE COMPOSTELA
